customer_id,total_orders,total_products_bought,total_spend_tl,tenure_bucket,est_returns,has_returned
T25225,1,1,3760.0,2_to_3yr,0,False
T25226,1,3,671.35,2_to_3yr,0,False
T25227,1,6,620.76,2_to_3yr,0,False
T25230,1,1,214.95,2_to_3yr,0,False
T25231,1,7,190.3,2_to_3yr,0,False
T25232,2,2,10276.0,2_to_3yr,0,False
T25236,1,4,7564.0,2_to_3yr,0,False
T25237,3,3,9305.0,2_to_3yr,0,False
T25238,1,2,3267.2,2_to_3yr,0,False
T25241,1,2,1192.0,2_to_3yr,0,False
T25242,1,4,715.98,2_to_3yr,0,False
T25243,1,2,3624.0,2_to_3yr,0,False
T25244,2,7,11348.0,2_to_3yr,0,False
T25247,1,6,604.74,2_to_3yr,0,False
T25251,1,2,2516.0,2_to_3yr,0,False
T25252,3,6,867.47,2_to_3yr,0,False
T25255,1,2,185.1,2_to_3yr,0,False
T25256,1,2,4216.0,2_to_3yr,0,False
T25257,1,9,1042.35,2_to_3yr,0,False
T2526,4,129,7671.88,>3yr,0,False
T25260,2,21,2105.48,2_to_3yr,0,False
T25261,1,1,242.0,2_to_3yr,0,False
T25262,1,5,726.0,2_to_3yr,0,False
T25263,4,26,4110.53,2_to_3yr,0,False
T25265,1,1,269.95,2_to_3yr,0,False
T25266,1,1,3952.5,2_to_3yr,0,False
T25267,1,2,865.0,2_to_3yr,0,False
T25268,1,3,869.85,2_to_3yr,0,False
T25270,1,1,2200.0,2_to_3yr,0,False
T25271,1,1,2820.0,2_to_3yr,0,False
T25274,4,46,3689.18,2_to_3yr,0,False
T25276,2,15,3529.77,2_to_3yr,0,False
T25277,1,1,363.9,2_to_3yr,0,False
T25278,12,66,2189.9,2_to_3yr,0,False
T25279,1,1,106.0,2_to_3yr,0,False
T25281,3,19,1763.1,2_to_3yr,0,False
T25283,1,1,71.98,2_to_3yr,0,False
T25284,35,113,17724.73,2_to_3yr,0,False
T25285,1,1,3267.2,2_to_3yr,0,False
T25286,2,7,4569.64,2_to_3yr,0,False
T25287,2,5,9736.0,2_to_3yr,0,False
T25290,6,21,33863.44,2_to_3yr,0,False
T25292,2,6,484.58,2_to_3yr,0,False
T25293,1,2,245.5,2_to_3yr,0,False
T25297,1,1,1180.0,2_to_3yr,0,False
T25298,1,2,2228.0,2_to_3yr,0,False
T25299,1,5,709.01,2_to_3yr,0,False
T25300,1,1,2464.8,2_to_3yr,0,False
T25301,1,2,181.03,2_to_3yr,0,False
T25302,1,2,2160.0,2_to_3yr,0,False
T25305,1,2,462.4,2_to_3yr,0,False
T25307,3,6,10000.0,2_to_3yr,0,False
T25308,3,4,8677.5,2_to_3yr,0,False
T25310,4,4,5148.0,2_to_3yr,0,False
T25312,1,2,240.0,2_to_3yr,0,False
T25315,1,4,1159.8,2_to_3yr,0,False
T25318,1,7,605.28,2_to_3yr,0,False
T25322,1,1,2040.0,2_to_3yr,0,False
T25327,1,8,8324.0,2_to_3yr,0,False
T25328,1,5,231.52,2_to_3yr,0,False
T25329,1,2,1620.0,2_to_3yr,0,False
T25335,1,2,2934.4,2_to_3yr,0,False
T25336,1,1,4416.0,2_to_3yr,0,False
T25338,4,7,13560.0,2_to_3yr,0,False
T25339,1,1,2592.0,2_to_3yr,0,False
T25340,2,11,2017.33,2_to_3yr,0,False
T25342,1,1,179.85,2_to_3yr,0,False
T25343,1,5,373.61,2_to_3yr,0,False
T25344,1,1,1180.0,2_to_3yr,0,False
T25347,2,2,381.23,2_to_3yr,0,False
T25349,1,1,244.95,2_to_3yr,0,False
T25352,1,5,565.09,2_to_3yr,0,False
T25353,1,2,3083.8,2_to_3yr,0,False
T25354,1,3,384.45,2_to_3yr,0,False
T25355,1,1,3062.4,2_to_3yr,0,False
T25360,1,4,197.38,2_to_3yr,0,False
T25362,85,725,107166.65,2_to_3yr,0,False
T25363,1,2,668.86,2_to_3yr,0,False
T25364,1,1,2424.0,2_to_3yr,0,False
T25365,1,14,626.08,2_to_3yr,0,False
T25373,1,33,2850.44,2_to_3yr,0,False
T25377,3,4,1384.7,2_to_3yr,0,False
T25378,3,5,11216.0,2_to_3yr,0,False
T25382,3,48,1191.03,2_to_3yr,0,False
T25383,2,3,6429.0,2_to_3yr,0,False
T25385,1,18,8196.65,2_to_3yr,0,False
T25387,1,1,688.0,2_to_3yr,0,False
T25388,1,2,1360.0,2_to_3yr,0,False
T25392,1,1,1360.0,2_to_3yr,0,False
T25394,1,1,4310.39,2_to_3yr,0,False
T25395,1,7,684.61,2_to_3yr,0,False
T25397,1,4,3061.5,2_to_3yr,0,False
T25398,1,5,472.37,2_to_3yr,0,False
T25400,1,1,1000.0,2_to_3yr,0,False
T25401,1,1,2564.0,2_to_3yr,0,False
T25402,1,1,434.95,2_to_3yr,0,False
T25403,2,1,130.79,2_to_3yr,1,True
T25404,1,1,1320.0,2_to_3yr,0,False
T25406,2,16,2691.68,2_to_3yr,0,False
T25407,1,8,665.93,2_to_3yr,0,False
T25408,4,15,2409.83,2_to_3yr,0,False
T25410,1,1,2934.4,2_to_3yr,0,False
T25411,1,4,273.48,2_to_3yr,0,False
T25412,1,3,217.44,2_to_3yr,0,False
T25413,1,1,241.25,2_to_3yr,0,False
T25416,1,3,333.54,2_to_3yr,0,False
T25417,2,2,8665.0,2_to_3yr,0,False
T25423,3,14,1007.74,2_to_3yr,0,False
T25424,1,3,711.48,2_to_3yr,0,False
T25426,1,1,2384.0,2_to_3yr,0,False
T25427,1,2,233.88,2_to_3yr,0,False
T25429,1,3,5498.9,2_to_3yr,0,False
T25433,1,2,327.84,2_to_3yr,0,False
T25434,1,2,314.76,2_to_3yr,0,False
T25435,1,1,6832.0,2_to_3yr,0,False
T25437,2,3,6200.0,2_to_3yr,0,False
T25440,3,6,601.15,2_to_3yr,0,False
T25441,4,28,4014.33,2_to_3yr,0,False
T25442,1,1,52.9,2_to_3yr,0,False
T25445,2,4,3817.54,2_to_3yr,0,False
T25451,1,1,242.0,2_to_3yr,0,False
T25455,1,5,467.33,2_to_3yr,0,False
T25458,1,11,726.03,2_to_3yr,0,False
T2546,1,6,1080.19,>3yr,0,False
T25462,1,2,350.0,2_to_3yr,0,False
T25463,1,1,115.6,2_to_3yr,0,False
T25466,1,1,3952.0,2_to_3yr,0,False
T25467,1,1,3420.2,2_to_3yr,0,False
T25471,1,1,1080.34,2_to_3yr,0,False
T25475,1,2,293.88,2_to_3yr,0,False
T25476,1,1,1028.0,2_to_3yr,0,False
T25479,1,10,602.1,2_to_3yr,0,False
T25481,3,6,4948.52,2_to_3yr,0,False
T25482,1,2,5640.0,2_to_3yr,0,False
T25486,1,1,5843.75,2_to_3yr,0,False
T25487,1,3,314.88,2_to_3yr,0,False
T25488,1,1,4095.0,2_to_3yr,0,False
T25489,2,9,935.34,2_to_3yr,0,False
T25490,3,29,2252.61,2_to_3yr,0,False
T25491,1,1,280.32,2_to_3yr,0,False
T25492,2,6,352.84,2_to_3yr,0,False
T25493,1,1,152.31,2_to_3yr,0,False
T25494,1,1,791.0,2_to_3yr,0,False
T25497,1,5,220.96,2_to_3yr,0,False
T25498,1,11,661.08,2_to_3yr,0,False
T25499,1,2,223.9,2_to_3yr,0,False
T25501,1,5,8344.0,2_to_3yr,0,False
T25502,4,11,2051.1,2_to_3yr,0,False
T25503,1,2,656.5,2_to_3yr,0,False
T25504,1,2,268.99,2_to_3yr,0,False
T25507,1,1,1364.0,2_to_3yr,0,False
T25508,1,3,144.84,2_to_3yr,0,False
T25512,7,22,23097.04,2_to_3yr,0,False
T25513,1,2,206.92,2_to_3yr,0,False
T25515,1,2,3471.2,2_to_3yr,0,False
T25518,1,3,323.64,2_to_3yr,0,False
T25519,1,3,822.58,2_to_3yr,0,False
T2552,8,13,35417.5,>3yr,0,False
T25521,2,9,1718.59,2_to_3yr,0,False
T25522,1,2,269.88,2_to_3yr,0,False
T25523,1,8,421.52,2_to_3yr,0,False
T25524,5,60,5200.71,2_to_3yr,0,False
T25528,1,1,334.95,2_to_3yr,0,False
T25530,1,1,150.0,2_to_3yr,0,False
T25533,1,9,769.93,2_to_3yr,0,False
T25536,3,8,1691.51,2_to_3yr,0,False
T25540,1,5,585.51,2_to_3yr,0,False
T25541,3,14,7909.3,2_to_3yr,0,False
T25544,1,2,231.58,2_to_3yr,0,False
T25547,1,3,324.98,2_to_3yr,0,False
T25550,1,1,1636.25,2_to_3yr,0,False
T25551,2,2,3328.5,2_to_3yr,0,False
T25554,2,2,6419.8,2_to_3yr,0,False
T25556,1,2,306.8,2_to_3yr,0,False
T25557,2,6,12198.4,2_to_3yr,0,False
T25558,1,1,3581.5,2_to_3yr,0,False
T25561,1,2,206.92,2_to_3yr,0,False
T25562,3,3,6048.0,2_to_3yr,0,False
T25563,3,7,633.22,2_to_3yr,0,False
T25565,1,5,1146.57,2_to_3yr,0,False
T25567,1,2,303.77,2_to_3yr,0,False
T25570,1,2,266.3,2_to_3yr,0,False
T25571,1,1,3752.0,2_to_3yr,0,False
T25572,1,1,203.57,2_to_3yr,0,False
T25573,1,2,228.39,2_to_3yr,0,False
T25574,2,3,791.79,2_to_3yr,0,False
T25575,1,1,660.0,2_to_3yr,0,False
T25578,3,8,1090.94,2_to_3yr,0,False
T25579,3,7,690.4,2_to_3yr,0,False
T25580,1,1,101.99,2_to_3yr,0,False
T25583,2,9,1739.97,2_to_3yr,0,False
T25584,2,6,4844.0,2_to_3yr,0,False
T25586,1,6,258.33,2_to_3yr,0,False
T25588,1,1,51.59,2_to_3yr,0,False
T25590,1,2,4304.25,2_to_3yr,0,False
T25593,1,10,775.85,2_to_3yr,0,False
T25595,1,6,12960.0,2_to_3yr,0,False
T25596,1,7,242.94,2_to_3yr,0,False
T25598,1,1,120.67,2_to_3yr,0,False
T25599,1,1,3380.0,2_to_3yr,0,False
T25600,1,1,2515.5,2_to_3yr,0,False
T25601,2,6,3900.08,2_to_3yr,0,False
T25603,3,5,13905.0,2_to_3yr,0,False
T25604,1,1,4596.0,2_to_3yr,0,False
T25605,22,170,85061.94,2_to_3yr,0,False
T25606,1,1,2597.0,2_to_3yr,0,False
T25607,1,3,284.25,2_to_3yr,0,False
T25613,2,9,509.4,2_to_3yr,0,False
T25614,1,8,647.36,2_to_3yr,0,False
T25616,1,2,530.64,2_to_3yr,0,False
T25618,1,1,3779.3,2_to_3yr,0,False
T25619,1,1,2267.85,2_to_3yr,0,False
T25620,1,2,201.23,2_to_3yr,0,False
T25621,1,7,671.44,2_to_3yr,0,False
T25623,6,7,22762.0,2_to_3yr,0,False
T25624,3,5,7665.71,2_to_3yr,0,False
T25625,1,1,2580.5,2_to_3yr,0,False
T25627,2,2,8080.0,2_to_3yr,0,False
T25628,1,1,4452.5,2_to_3yr,0,False
T25629,1,1,2600.0,2_to_3yr,0,False
T2563,1,2,3392.0,>3yr,0,False
T25632,1,1,3217.5,2_to_3yr,0,False
T25634,2,3,3323.25,2_to_3yr,0,False
T25637,1,3,2179.63,2_to_3yr,0,False
T25638,1,1,1267.5,2_to_3yr,0,False
T25639,1,1,1251.25,2_to_3yr,0,False
T25640,1,1,186.0,2_to_3yr,0,False
T25641,1,3,238.5,2_to_3yr,0,False
T25642,1,10,625.83,2_to_3yr,0,False
T25644,1,7,419.23,2_to_3yr,0,False
T25645,1,1,242.0,2_to_3yr,0,False
T25646,1,5,279.8,2_to_3yr,0,False
T25647,1,14,1430.46,2_to_3yr,0,False
T25648,1,1,304.95,2_to_3yr,0,False
T25650,6,9,17452.0,2_to_3yr,0,False
T25652,2,5,8558.75,2_to_3yr,0,False
T25653,2,6,2761.63,2_to_3yr,0,False
T25655,1,2,2990.0,2_to_3yr,0,False
T25657,1,1,251.15,2_to_3yr,0,False
T25659,1,1,1251.25,2_to_3yr,0,False
T25660,7,20,46939.6,2_to_3yr,0,False
T25661,1,1,534.0,2_to_3yr,0,False
T25662,2,4,714.03,2_to_3yr,0,False
T25664,1,2,1151.5,2_to_3yr,0,False
T25666,1,9,790.79,2_to_3yr,0,False
T25667,1,11,1089.3,2_to_3yr,0,False
T25668,4,18,18666.72,2_to_3yr,0,False
T25669,2,5,4763.85,2_to_3yr,0,False
T25670,1,1,88.45,2_to_3yr,0,False
T25674,2,3,10160.0,2_to_3yr,0,False
T25676,1,1,877.5,2_to_3yr,0,False
T25678,4,33,4372.06,2_to_3yr,0,False
T25679,2,4,329.9,2_to_3yr,0,False
T25681,1,1,1232.0,2_to_3yr,0,False
T25686,1,1,3720.5,2_to_3yr,0,False
T25688,3,4,14137.25,2_to_3yr,0,False
T25690,1,11,680.36,2_to_3yr,0,False
T25691,3,6,11905.7,2_to_3yr,0,False
T25692,1,2,413.93,2_to_3yr,0,False
T25697,1,1,1872.5,2_to_3yr,0,False
T25698,2,4,4741.75,2_to_3yr,0,False
T2570,4,18,3128.53,>3yr,0,False
T25700,2,12,1821.79,2_to_3yr,0,False
T25701,2,1,4647.5,2_to_3yr,1,True
T25702,2,6,4204.3,2_to_3yr,0,False
T25705,2,5,1701.16,2_to_3yr,0,False
T25706,7,9,14086.0,2_to_3yr,0,False
T25709,19,106,21953.25,2_to_3yr,0,False
T25710,1,1,877.5,2_to_3yr,0,False
T25711,1,4,414.0,2_to_3yr,0,False
T25713,1,1,924.0,2_to_3yr,0,False
T25714,1,3,286.23,2_to_3yr,0,False
T25715,1,2,287.89,2_to_3yr,0,False
T25716,2,5,3897.5,2_to_3yr,0,False
T25718,4,7,6177.24,2_to_3yr,0,False
T25719,3,5,15265.15,2_to_3yr,0,False
T25721,17,209,47790.67,2_to_3yr,0,False
T25722,1,3,721.74,2_to_3yr,0,False
T25724,6,9,43998.0,2_to_3yr,0,False
T25726,2,4,10240.1,2_to_3yr,0,False
T25727,4,7,23188.75,2_to_3yr,0,False
T25728,1,1,3043.95,2_to_3yr,0,False
T25730,1,1,2121.0,2_to_3yr,0,False
T25734,1,1,2580.5,2_to_3yr,0,False
T25736,2,3,6240.0,2_to_3yr,0,False
T25737,1,2,3380.0,2_to_3yr,0,False
T25738,2,3,5822.7,2_to_3yr,0,False
T25739,1,1,847.0,2_to_3yr,0,False
T25740,1,1,2499.0,2_to_3yr,0,False
T25741,2,19,1525.8,2_to_3yr,0,False
T25744,1,2,1391.0,2_to_3yr,0,False
T25746,2,4,1265.5,2_to_3yr,0,False
T25752,3,10,2472.75,2_to_3yr,0,False
T25753,1,2,5596.0,2_to_3yr,0,False
T25755,5,63,5523.48,2_to_3yr,0,False
T25756,1,1,4290.0,2_to_3yr,0,False
T25759,1,6,902.63,2_to_3yr,0,False
T25760,2,2,6435.0,2_to_3yr,0,False
T25763,1,7,621.6,2_to_3yr,0,False
T25765,3,5,6598.7,2_to_3yr,0,False
T25766,1,1,3059.0,2_to_3yr,0,False
T25767,1,1,801.5,2_to_3yr,0,False
T25768,1,1,3261.3,2_to_3yr,0,False
T25770,2,8,426.52,2_to_3yr,0,False
T25772,1,2,2372.5,2_to_3yr,0,False
T25773,1,1,3737.5,2_to_3yr,0,False
T25775,4,120,4326.0,2_to_3yr,0,False
T25776,1,1,1270.5,2_to_3yr,0,False
T25777,1,1,2320.0,2_to_3yr,0,False
T25779,1,1,1876.0,2_to_3yr,0,False
T2578,3,20,4049.18,>3yr,0,False
T25780,6,23,6561.54,2_to_3yr,0,False
T25781,2,5,9429.1,2_to_3yr,0,False
T25782,1,1,2990.0,2_to_3yr,0,False
T25783,1,3,861.95,2_to_3yr,0,False
T25784,5,5,8203.5,2_to_3yr,0,False
T25785,1,77,1409.89,2_to_3yr,0,False
T25786,3,7,17507.5,2_to_3yr,0,False
T25788,1,1,2597.0,2_to_3yr,0,False
T25789,4,6,21028.0,2_to_3yr,0,False
T25791,1,1,1309.0,2_to_3yr,0,False
T25795,1,1,1799.0,2_to_3yr,0,False
T25796,2,4,2323.0,2_to_3yr,0,False
T25797,4,5,5415.0,2_to_3yr,0,False
T25798,1,3,1204.96,2_to_3yr,0,False
T25800,1,1,1106.0,2_to_3yr,0,False
T25804,3,14,682.9,2_to_3yr,0,False
T25805,2,4,8637.0,2_to_3yr,0,False
T25806,3,7,30095.7,2_to_3yr,0,False
T25807,1,1,2303.0,2_to_3yr,0,False
T25808,1,1,2369.5,2_to_3yr,0,False
T25809,1,1,1365.0,2_to_3yr,0,False
T25810,3,6,7898.4,2_to_3yr,0,False
T25812,1,1,1267.5,2_to_3yr,0,False
T25813,1,7,698.25,2_to_3yr,0,False
T25814,2,3,1486.5,2_to_3yr,0,False
T25816,1,2,452.5,2_to_3yr,0,False
T25817,1,1,4837.0,2_to_3yr,0,False
T25819,3,14,2076.26,2_to_3yr,0,False
T25821,1,1,871.5,2_to_3yr,0,False
T25825,1,1,1080.0,2_to_3yr,0,False
T25826,1,1,2665.0,2_to_3yr,0,False
T25827,1,4,5941.0,2_to_3yr,0,False
T25828,1,1,1680.0,2_to_3yr,0,False
T25830,3,4,11752.5,2_to_3yr,0,False
T25831,1,1,2866.5,2_to_3yr,0,False
T25835,1,1,3059.0,2_to_3yr,0,False
T25836,1,2,617.88,2_to_3yr,0,False
T25837,1,15,852.51,2_to_3yr,0,False
T25838,1,1,328.09,2_to_3yr,0,False
T25839,1,14,699.3,2_to_3yr,0,False
T25840,1,1,973.0,2_to_3yr,0,False
T25843,1,7,237.34,2_to_3yr,0,False
T25844,1,1,3100.5,2_to_3yr,0,False
T25846,1,2,2600.0,2_to_3yr,0,False
T25850,1,1,2819.2,2_to_3yr,0,False
T25852,2,3,5876.0,2_to_3yr,0,False
T25853,1,12,831.75,2_to_3yr,0,False
T25854,1,2,211.96,2_to_3yr,0,False
T25855,1,2,3770.0,2_to_3yr,0,False
T25856,1,1,871.5,2_to_3yr,0,False
T25857,1,1,2934.4,2_to_3yr,0,False
T25858,2,2,7439.6,2_to_3yr,0,False
T25861,1,3,310.5,2_to_3yr,0,False
T25862,1,1,3152.5,2_to_3yr,0,False
T25863,2,2,6586.5,2_to_3yr,0,False
T25864,3,7,9672.86,2_to_3yr,0,False
T25866,1,1,131.94,2_to_3yr,0,False
T25868,3,13,1475.77,2_to_3yr,0,False
T25869,1,1,2989.0,2_to_3yr,0,False
T25872,2,1,2372.5,2_to_3yr,1,True
T25873,1,2,1105.0,2_to_3yr,0,False
T25874,1,2,2597.0,2_to_3yr,0,False
T25876,2,2,3816.0,2_to_3yr,0,False
T25878,3,7,6122.25,2_to_3yr,0,False
T25879,6,6,8650.0,2_to_3yr,0,False
T25880,1,1,3510.0,2_to_3yr,0,False
T25883,2,8,219.2,2_to_3yr,0,False
T25885,1,6,583.34,2_to_3yr,0,False
T25886,2,2,4109.9,2_to_3yr,0,False
T25887,1,7,685.16,2_to_3yr,0,False
T25888,1,1,2079.0,2_to_3yr,0,False
T25889,1,2,113.98,2_to_3yr,0,False
T25891,1,2,126.0,2_to_3yr,0,False
T25894,1,1,7070.0,2_to_3yr,0,False
T25899,1,3,1355.98,2_to_3yr,0,False
T25902,3,4,11430.6,2_to_3yr,0,False
T25903,2,2,10031.5,2_to_3yr,0,False
T25906,3,59,3225.78,2_to_3yr,0,False
T25908,1,11,878.57,2_to_3yr,0,False
T25910,1,3,252.84,2_to_3yr,0,False
T25911,2,22,2044.67,2_to_3yr,0,False
T25913,1,3,180.69,2_to_3yr,0,False
T25914,2,20,1124.17,2_to_3yr,0,False
T25915,1,2,3043.95,2_to_3yr,0,False
T25916,1,2,211.34,2_to_3yr,0,False
T25924,4,9,30841.9,2_to_3yr,0,False
T25927,2,5,595.38,2_to_3yr,0,False
T25928,1,1,2996.0,2_to_3yr,0,False
T25929,1,4,325.07,2_to_3yr,0,False
T25930,4,6,18716.6,2_to_3yr,0,False
T25931,1,3,3147.7,2_to_3yr,0,False
T25935,2,2,2552.5,2_to_3yr,0,False
T25936,1,1,2499.0,2_to_3yr,0,False
T25937,1,3,416.85,2_to_3yr,0,False
T25938,1,1,3510.0,2_to_3yr,0,False
T25939,1,16,1057.42,2_to_3yr,0,False
T25940,1,1,3730.3,2_to_3yr,0,False
T25941,1,1,318.19,2_to_3yr,0,False
T25942,1,1,602.0,2_to_3yr,0,False
T25944,1,2,1123.5,2_to_3yr,0,False
T25946,3,1,3052.0,2_to_3yr,2,True
T25947,1,1,1267.5,2_to_3yr,0,False
T25949,1,2,5687.5,2_to_3yr,0,False
T25954,1,1,1843.25,2_to_3yr,0,False
T25955,1,1,4277.0,2_to_3yr,0,False
T25958,1,10,886.62,2_to_3yr,0,False
T25961,1,2,2600.0,2_to_3yr,0,False
T25963,3,3,11865.4,2_to_3yr,0,False
T25964,1,3,179.85,2_to_3yr,0,False
T25965,2,4,14296.5,2_to_3yr,0,False
T25968,1,6,782.73,2_to_3yr,0,False
T25969,1,1,695.5,2_to_3yr,0,False
T25970,3,9,17523.2,2_to_3yr,0,False
T25971,1,1,1160.0,2_to_3yr,0,False
T25973,3,5,8116.5,2_to_3yr,0,False
T25974,1,4,278.73,2_to_3yr,0,False
T25975,4,5,22044.75,2_to_3yr,0,False
T25976,3,4,23679.75,2_to_3yr,0,False
T25977,1,7,665.24,2_to_3yr,0,False
T25979,3,30,3810.21,2_to_3yr,0,False
T25980,1,1,3542.5,2_to_3yr,0,False
T25981,1,1,280.32,2_to_3yr,0,False
T25982,1,3,294.14,2_to_3yr,0,False
T25983,1,1,2637.05,2_to_3yr,0,False
T25984,1,2,479.8,2_to_3yr,0,False
T25986,1,3,345.0,2_to_3yr,0,False
T25987,8,39,3193.59,2_to_3yr,0,False
T25991,1,2,5140.0,2_to_3yr,0,False
T25992,1,3,864.57,2_to_3yr,0,False
T25994,2,3,740.0,2_to_3yr,0,False
T25996,1,7,617.22,2_to_3yr,0,False
T26000,1,1,2405.0,2_to_3yr,0,False
T26001,5,14,78626.21,2_to_3yr,0,False
T26002,1,1,686.0,2_to_3yr,0,False
T26003,4,28,8406.91,2_to_3yr,0,False
T26006,1,2,327.9,2_to_3yr,0,False
T26007,2,1,2600.0,2_to_3yr,1,True
T26008,4,4,13644.0,2_to_3yr,0,False
T26010,1,2,1191.01,2_to_3yr,0,False
T26012,1,1,234.68,2_to_3yr,0,False
T26017,3,4,10210.0,2_to_3yr,0,False
T26019,2,2,3040.0,2_to_3yr,0,False
T26020,1,10,610.29,2_to_3yr,0,False
T26021,1,1,1105.0,2_to_3yr,0,False
T26022,1,1,2751.0,2_to_3yr,0,False
T26025,2,18,1555.8,2_to_3yr,0,False
T26029,1,1,3850.0,2_to_3yr,0,False
T26031,5,22,32412.6,2_to_3yr,0,False
T26032,1,1,2432.3,2_to_3yr,0,False
T26034,1,7,987.44,2_to_3yr,0,False
T26036,1,1,3600.0,2_to_3yr,0,False
T26037,1,1,791.0,2_to_3yr,0,False
T26038,1,1,2990.0,2_to_3yr,0,False
T26039,1,7,660.98,2_to_3yr,0,False
T26040,1,2,3189.55,2_to_3yr,0,False
T26041,2,2,11666.7,2_to_3yr,0,False
T26042,1,1,1755.0,2_to_3yr,0,False
T26043,1,1,861.0,2_to_3yr,0,False
T26044,1,3,347.94,2_to_3yr,0,False
T26045,7,16,38133.0,2_to_3yr,0,False
T26048,2,3,2854.0,2_to_3yr,0,False
T26050,1,1,238.88,2_to_3yr,0,False
T26053,1,1,6752.0,2_to_3yr,0,False
T26054,1,1,185.93,2_to_3yr,0,False
T26055,1,1,3717.0,2_to_3yr,0,False
T26056,3,3,8047.15,2_to_3yr,0,False
T26057,1,4,208.88,2_to_3yr,0,False
T26058,1,2,1988.41,2_to_3yr,0,False
T26060,1,2,529.9,2_to_3yr,0,False
T26061,3,12,3027.08,2_to_3yr,0,False
T26063,2,3,8232.0,2_to_3yr,0,False
T26064,1,2,2580.5,2_to_3yr,0,False
T26065,1,2,4829.5,2_to_3yr,0,False
T26066,1,2,2817.75,2_to_3yr,0,False
T26070,1,1,3380.0,2_to_3yr,0,False
T26072,1,2,290.22,2_to_3yr,0,False
T26077,1,2,5356.0,2_to_3yr,0,False
T26079,1,1,925.0,2_to_3yr,0,False
T26080,2,3,1579.4,2_to_3yr,0,False
T26081,2,2,10242.4,2_to_3yr,0,False
T26082,3,2,7410.0,2_to_3yr,1,True
T26085,3,9,10190.31,2_to_3yr,0,False
T26086,1,3,736.4,2_to_3yr,0,False
T26088,1,1,2632.5,2_to_3yr,0,False
T26089,1,1,3575.2,2_to_3yr,0,False
T26090,1,1,134.4,2_to_3yr,0,False
T26092,1,2,2070.0,2_to_3yr,0,False
T26093,1,2,606.38,2_to_3yr,0,False
T26097,2,15,1219.82,2_to_3yr,0,False
T26098,1,1,1767.35,2_to_3yr,0,False
T26100,2,18,1218.28,2_to_3yr,0,False
T26101,1,2,3380.0,2_to_3yr,0,False
T26102,3,65,5202.58,2_to_3yr,0,False
T26103,2,22,1350.59,2_to_3yr,0,False
T26107,1,1,3269.25,2_to_3yr,0,False
T26109,1,1,2765.0,2_to_3yr,0,False
T26110,1,6,921.23,2_to_3yr,0,False
T26111,2,1,1680.0,2_to_3yr,1,True
T26114,1,1,4988.0,2_to_3yr,0,False
T26115,1,1,3241.0,2_to_3yr,0,False
T26117,1,3,425.7,2_to_3yr,0,False
T26120,1,3,425.99,2_to_3yr,0,False
T26121,1,2,1295.0,2_to_3yr,0,False
T26122,2,2,4160.0,2_to_3yr,0,False
T26123,1,6,3428.92,2_to_3yr,0,False
T26125,1,1,3380.0,2_to_3yr,0,False
T26126,1,2,133.97,2_to_3yr,0,False
T26127,12,42,61143.32,2_to_3yr,0,False
T26130,1,5,402.51,2_to_3yr,0,False
T26131,1,7,601.1,2_to_3yr,0,False
T26132,1,3,347.55,2_to_3yr,0,False
T26133,1,2,7487.0,2_to_3yr,0,False
T26135,1,3,790.02,2_to_3yr,0,False
T26136,2,2,11440.0,2_to_3yr,0,False
T26138,3,10,1286.07,2_to_3yr,0,False
T26139,10,23,53890.9,2_to_3yr,0,False
T26140,1,14,606.38,2_to_3yr,0,False
T26143,1,2,1151.5,2_to_3yr,0,False
T26144,1,1,2544.75,2_to_3yr,0,False
T26145,5,62,5063.22,2_to_3yr,0,False
T26147,1,3,3651.46,2_to_3yr,0,False
T26148,2,3,2293.0,2_to_3yr,0,False
T26149,2,2,6553.44,2_to_3yr,0,False
T26150,1,14,952.84,2_to_3yr,0,False
T26152,1,1,3984.0,2_to_3yr,0,False
T26155,1,1,877.5,2_to_3yr,0,False
T26156,1,2,203.86,2_to_3yr,0,False
T26158,1,1,3399.5,2_to_3yr,0,False
T26160,1,2,287.89,2_to_3yr,0,False
T26162,3,5,12432.5,2_to_3yr,0,False
T26164,11,19,90328.96,2_to_3yr,0,False
T26166,3,3,12131.39,2_to_3yr,0,False
T26169,2,4,5676.0,2_to_3yr,0,False
T26170,1,2,3457.99,2_to_3yr,0,False
T26171,1,5,512.97,2_to_3yr,0,False
T26174,12,73,4664.16,2_to_3yr,0,False
T26175,5,63,30756.12,2_to_3yr,0,False
T26177,1,8,713.98,2_to_3yr,0,False
T26178,2,5,8570.28,2_to_3yr,0,False
T26180,1,1,3380.0,1_to_2yr,0,False
T26183,1,1,2990.0,1_to_2yr,0,False
T26184,1,1,2996.0,1_to_2yr,0,False
T26187,1,2,35.59,1_to_2yr,0,False
T26188,1,8,1765.64,1_to_2yr,0,False
T26189,4,4,7412.0,1_to_2yr,0,False
T26190,1,1,1625.0,1_to_2yr,0,False
T26191,1,2,297.8,1_to_2yr,0,False
T26192,2,19,1523.99,1_to_2yr,0,False
T26193,1,1,3893.5,1_to_2yr,0,False
T26195,2,3,6516.0,1_to_2yr,0,False
T26196,2,18,1153.47,1_to_2yr,0,False
T26197,1,1,2468.0,1_to_2yr,0,False
T26198,3,3,7307.6,1_to_2yr,0,False
T26201,1,1,149.94,1_to_2yr,0,False
T26202,1,1,80.01,1_to_2yr,0,False
T26203,2,10,14740.69,1_to_2yr,0,False
